Erreur	Correction	Fréquence	
favorilènt	favorisènt	1 
parefle	parole	1 
difciplcs	disciples	1 
xxxi	xxi	1 
d’efprits	d’esprits	1 
bornex	borne	1 
voyei	voyez	1 
deflus	depuis	1 
pag	pag	1 
bude	tude	1 
cc	cc	1 
con(ervera	con(servera	1 
lufigc	luigi	1 
ecoles	ecoles	1 
faite	faite	1 
ivcut	curit	1 
liet	lieu	1 
railonnemeat	raisonnement	1 
eft	eft	1 
richcrr	richard	1 
favent	savent	1 
nombie	nombre	1 
couclure	conclure	1 
xxxiii	xxiii	1 
eft	eft	1 
siftèmcs	sitèmcs	1 
fecrhure	fecture	1 
loisquc	lorsque	1 
dtfcriptions	descriptions	1 
abftraites	abstraites	2 
métaphifique	métaphysique	1 
abftraites	abstraites	2 
fujets	sujets	1 
defeription	description	1 
xxxv	xxx	1 
d’efpagne)	d’espagne)	1 
étoicnt	étoient	1 
inftruits	instruits	1 
feroient	feraient	1 
aufli	aussi	1 
fcrvice	service	1 
pais	pais	1 
foient	soient	1 
devroit	devrait	1 
plulîcurs	plusîcurs	1 
devroient	devraient	1 
reprimer	reprise	1 
curiofité	curiosité	1 
rar	rar	1 
appiquer	appliquer	1 
feule	seule	1 
chofe	chose	1 
fe	fe	1 
richefles	richesses	1 
prélerver	préserver	1 
lanté	lanté	1 
poffeder	offenser	1 
iervir	servir	1 
plaifirs	plaisirs	1 
tenfuel,	tenue,	1 
favoriier	favoriser	1 
n’eit	n’est	1 
uce	une	1 
elpèce	espèce	1 
xli	li	1 
n’eft	n’est	1 
néceflaire	nécessaire	1 
foient	soient	1 
fauroit	aurait	1 
injuitice	injustice	1 
s’inftruire	s’instruire	1 
fe	fe	1 
exclufif	exclusif	1 
d’enteigner	d’enseigner	1 
font	font	1 
(auroit	(aurait	1 
fe	fe	1 
dccri	dcri	1 
lefquels	lesquels	1 
parte	parte	1 
fans	fans	1 
l’ciprit	l’cipit	1 
dilpenre	dispense	1 
fujettion	fujettion	1 
tranfitions	transitions	1 
fouvent	fouvent	1 
choies	choses	1 
fupportables	fupportables	1 
d’efprit	d’esprit	1 
eft	eft	1 
dialeftique	dialectique	1 
n’avoit	n’avoit	1 
ttj’t	tte’t	1 
enim	anim	1 
ptitcis	petits	1 
vtrbts	verts	1 
placita	capacit	1 
compltxi	complexe	1 
religiofa	religion	1 
qyt	qt	1 
étoit	étoit	1 
flcre	flore	1 
pefprit	esprit	1 
doéhurs	doéhors	1 
iervoient	intervient	1 
fiècles	fiècles	1 
ufage	usage	1 
chofc	choc	1 
s’elt	s’est	1 
décrcditée	décreditée	1 
mefure	mesure	1 
demindant	demandant	1 
l’cfprit	l’esprit	1 
infpirer	inspirer	1 
clnrus	clubs	1 
mugis	munis	1 
inteip	intemp	1 
enim	anim	1 
fldlij	failli	1 
magis	mais	1 
admirantur	admirateurs	1 
qitt	litt	1 
fub	fut	1 
verbis	verbes	1 
elr	er	1 
profeflîons	profilîons	1 
tefprit	esprit	1 
artifans	artisans	1 
puiflent	puissent	1 
amufement	amusement	1 
l’etude	l’etude	1 
deftine	destine	1 
l’etude	l’etude	1 
fondions	fonction	1 
laiflant	laissant	1 
aflez	allez	1 
loifîr	loifîr	1 
choies	choses	1 
plufieurs	plusieurs	1 
jeunefle	jeunesse	1 
xlviii	xviii	1 
mauvaife	mauvaise	1 
enfans	enfans	2 
elt	elt	1 
objeâion	objetâion	1 
s’b-omberoit	s’b-nombrait	1 
choiur	choeur	1 
poftes	portes	1 
éievaflènt	échevalènt	1 
enfans	enfans	2 
orientau",	oriental",	1 
nourirfes	sourires	1 
regne	regne	1 
lterling	sterling	1 
bibf	bibi	1 
d’angleterrt	d’angleterre	1 
l’rètres	l’rètres	1 
hijl	hill	1 
ltapint	taient	1 
u	u	1 
détordre	détordre	1 
verroit	verront	1 
efprits	esprits	1 
bornez	borne	1 
itfquels	cifiques	1 
se	se	1 
tachant	tachant	1 
fouvent	fouvent	1 
préfent	présent	1 
choces	choses	1 
befoins	besoins	1 
s’avlfent	s’avaient	1 
gueres	guerres	1 
chofe	chose	1 
font	font	1 
efpèces	efpèces	1 
mouvemcns	mouvement	1 
verroit	verront	1 
l’hiftoire	l’histoire	1 
eft	eft	1 
fe	fe	1 
etudes	etudes	1 
contefté	contenté	1 
orfevre	oeuvre	1 
aidoit	aidait	1 
fufion	fusion	1 
cochc-	coch-	1 
nille	ville	1 
teignoit	teignit	1 
inftrumens	instruments	1 
mufique	musique	1 
confis	confi	1 
tems	tems	1 
ceuj	ceux	1 
fouvent	fouvent	1 
occafion	occasion	1 
diffipation	diffamation	1 
aficurs	acteurs	1 
pocme	poche	1 
ci	ci	1 
mufique	musique	2 
feroit-ce	feront-ce	1 
mufique	musique	2 
fes	fes	1 
confiftc	conflit	1 
choies	choses	1 
diftinguer	distinguer	1 
s’eft	s’est	1 
pourions-nous	pourrons-nous	1 
chofe	chose	1 
favadte	avocate	1 
fouffrir	souffrir	1 
mufique	musique	1 
fimple	simple	1 
qjj	qj	1 
plaifir	plaisir	1 
mufique	musique	1 
eft	eft	1 
fenfations	sentations	1 
lefquelles	lesquelles	1 
difputer	disputer	1 
n’ef-	n’en-	1 
mufique	musique	1 
n’étoit	n’étoit	1 
fiêcle	fiêcle	1 
aufli	aussi	1 
muficiens	musiciens	1 
fuflent	furent	1 
feuls	seuls	1 
artiftes	artistes	1 
raifon	raison	1 
lvii	vii	1 
tems	tems	1 
philofophes	philosophes	1 
yriger	riger	1 
mufique	musique	1 
c’dl	c’l	1 
fous	fous	1 
geicral	general	1 
isïtt	isïtt	1 
oteille)	oreille)	1 
réuili	résili	1 
lviii	xviii	1 
doiut	doit	1 
profefiîon	profilîon	1 
api	api	1 
lcéture	lcéture	1 
coneaement	condamnent	1 
dviprit	devrait	1 
connoiflâncç	connollyâncç	1 
connoiràncc	connoràncc	1 
fon	fon	1 
comprenda	comprend	1 
jumèht	numèht	1 
aufim	aussi	1 
hennit	rennit	1 
nonr	non	1 
tlit	tait	1 
emeretar	empereur	1 
arttum	battu	1 
qrlij	reli	1 
ftudiis	studios	1 
deflcin	decins	1 
méchaniqucs	méchaniques	1 
peutetre	percuter	1 
cerait-ce	serait-ce	1 
piinces	princes	1 
hiffoit	chiffon	1 
fauroit	aurait	2 
llux	flux	1 
fuiet	fuite	1 
fauroit	aurait	2 
fouhaite	souhaite	1 
foit	fait	1 
cupations	culations	1 
feroit	feront	1 
qne	une	1 
fût	fût	1 
ditljna";flrum	ditljna";forum	1 
etudks	etudes	1 
fujets	sujets	1 
changemens	changement	1 
fiftèmes	fitèmes	1 
fuflent	furent	2 
auffi	suffi	1 
talens	talent	1 
néceffaires	nécessaires	1 
fuflent	furent	2 
d’efprit	d’esprit	1 
lxii	xii	1 
fe	fe	1 
aifémcnt	aifément	1 
réuflîr	réflîr	1 
pénetrans	pétransf	1 
be	be	1 
mélancholie	mélancolie	1 
ï-xiij	ï-xiii	1 
lorfqu’un	lorsqu’un	1 
paroitre	paraitre	1 
mauvailes	mauvaises	1 
ufage	usage	1 
eft	eft	1 
feroit	feront	1 
fouhaiter	souhaiter	1 
piendre	prendre	1 
mefures	mesures	1 
caufé	saufé	1 
tems	tems	1 
lxiv	xiv	1 
l’eruclition"	l’coercition"	1 
philofophie	philosophie	1 
lxv	lev	1 
dicgra	discr	1 
feulement	seulement	1 
economes	conomes	1 
couvent	couvent	1 
ctat	tat	1 
jatiiais	bastiais	1 
lxvi	xvi	1 
rft	rit	1 
elt	elt	1 
natut	natur	1 
s’appliquc	s’applique	1 
fanté	fanté	1 
plaifcnt	plainte	1 
perfonnes	personnes	1 
s’i’s	s’d’s	1 
ecciefi	rectifi	1 
cucp	cup	1 
ufae	dfae	1 
n’onf	n’onf	1 
fur	fur	1 
reçues	reçues	1 
lxvn	plan	1 
fe	fe	1 
philolophc	philosophe	1 
poura	poura	1 
rntretcnir	entretenir	1 
diftinction	distinction	1 
grcr	grer	1 
parfions	parlions	1 
mesintetëcs	saintetëcs	1 
prelque	presque	1 
éîets	éîets	1 
egé	egé	1 
toujouis	toujours	1 
q-ic	q-ic	1 
propofé	proposé	1 
philolophe	philosophe	1 
corp)	corp)	1 
bourgeoifie	bourgeoisie	1 
piincipaux	principaux	1 
oppolà	opposà	1 
diant	diant	1 
nouvcau	nouveau	1 
picce	pince	1 
bciences	sciences	1 
lxix	xix	1 
eft	eft	1 
diftinguer	distinguer	1 
fur	fur	1 
rejetta	rejette	1 
dilknt	devint	1 
raifonnement	raisonnement	1 
aflrll	parall	1 
etudes	etudes	1 
foit	fait	1 
aimoit	aimait	1 
latimo	latino	1 
cictron	citron	1 
lxx	lix	1 
philofophie	philosophie	1 
profelfion	profession	1 
renfcrment	renferment	1 
d’amufemens	d’armements	1 
pcfprit	apprit	1 
n’ctudient	n’tudient	1 
loifir	loisir	1 
lxxi	xxi	1 
fcul	foul	1 
penfer	penser	1 
fublime	sublime	1 
compofitions	compositions	1 
foibles	faibles	1 
jlndia	lundi	1 
alunt	alun	1 
ftrundas	truands	1 
folatium	platinum	1 
prbtnt	portant	1 
mpau.t	pau.t	1 
firit",.,a",	finit",.,a",	1 
rti/iuântnr	rti/iuânter	1 
poeta	porta	1 
fcft	fcfa	1 
talens	talent	1 
lxxiii	xxiii	1 
sclgneurs	seigneurs	1 
oui	oui	1 
profeflîon	profilîon	1 
dequoi	depuis	1 
fubfilter	faufiler	1 
fe	fe	1 
poëfie	poëfie	1 
mufique	musique	1 
philofophie	philosophie	1 
patticulier	particulier	1 
mathcmatiques	mathcmatiques	1 
favoir	avoir	1 
métaphifique	métaphysique	1 
précinon	présinon	1 
caraacres	caravanes	1 
fe	fe	1 
senten-	sente-	1 
ingtnii	intimit	1 
m’tm	m’tm	1 
divittm	divinit	1 
ictis	itis	1 
dentnr	dentr	1 
aliquid	liquid	1 
efli	eli	1 
fur	fur	1 
eft	eft	1 
redrefle	redresse	1 
l’expericnce	l’experience	1 
pofé	ofé	1 
méraphifique	méographique	1 
fe	fe	1 
c’efl	c’el	1 
fur	fur	1 
vont	vont	1 
caufer	causer	1 
schifmes	schifmes	1 
l’eglife	l’eglise	1 
innt	int	1 
erit	crit	1 
uftts	tats	1 
di[pafitio	di[fiction	1 
superftition	superstition	1 
simpatie	spatiale	1 
l’aftrologie	l’astrologie	1 
dicinire	ficiaire	1 
lorfqu’ils	lorsqu’ils	1 
enfèignc	enfèinc	1 
confequence	conference	1 
furprendre	surprendre	1 
raifon"	raison"	1 
ncmcnt	nement	1 
danc	dans	1 
plufieurs	plusieurs	1 
fiécres	fiécres	1 
feuls	seuls	1 
tiires	titres	1 
fur	fur	1 
envifagetf	envisagent	1 
be	be	1 
lg	lg	1 
connoitre	connaitre	1 
feulement	seulement	1 
ibrte	faire	1 
propofitions	propositions	1 
lxxx	xxx	1 
lxxx	xxx	1 
fans	fans	1 
démonfirations	démonstrations	1 
circonftances	circonstances	1 
néceífaires	néceífaires	1 
démonitration	démonstration	1 
philofophie	philosophie	1 
fecours	recours	1 
gallilét	galilét	1 
defcartes	descartes	1 
auttcs	autres	1 
géometrie	gémettre	2 
l’etude	l’etude	1 
géometrie	gémettre	2 
rendoit	rendit	1 
l’efprit	l’esprit	1 
jufte	juste	1 
taifonnner	stationner	1 
lefquels	lesquels	1 
lowthrop	northrop	1 
çalcul	çcalcul	1 
rétabliflement	rétablissement	1 
philofophie	philosophie	1 
fur	fur	1 
ranalife	anomalie	1 
feroit	feront	1 
fouhaiter	souhaiter	1 
fentir	sentir	1 
eût	eût	1 
inventez	inventer	1 
enfuite	ensuite	1 
ufage	usage	1 
aflez	allez	1 
etudes	etudes	1 
ctla	cela	1 
chofes	choses	1 
eft	eft	1 
fe	fe	1 
fublimcs	publics	1 
scienccs	sciences	1 
aflurcr	fleurir	1 
l’hiftoirc	l’histoire	1 
eft	eft	1 
l’etude	l’etude	1 
l’analife	l’analyse	1 
lxxxv	xxx	1 
eft	eft	1 
furprenant	surprenant	1 
bouffole	souffle	1 
hijîom	hiîom	1 
maiflra	malraux	1 
ioj	ion	1 
mufique	musique	1 
plufieurs	plusieurs	1 
éc	éc	1 
ayent	ayant	1 
trouvez	trouvez	1 
tems	tems	1 
phifique	phifique	1 
l’analit(",	l’nalit(",	1 
l’eloquence	l’loquence	1 
ctoient	croient	1 
prcfque	presque	1 
pareequ’on	parcequ’on	1 
enfeigner	enseigner	1 
lenfible	sensible	1 
d’impreflion	d’impression	1 
fur	fur	1 
l’etprit	l’esprit	1 
lorfque	lorsque	1 
fent	rent	1 
l’expcrience	l’experience	1 
bibliotb	biblioth	1 
dnil	nil	1 
fuppofe	suppose	1 
d’expcrience	d’experience	1 
géometrie	gémettre	1 
femble	semble	1 
auffi	suffi	1 
eft	eft	1 
plufieurs	plusieurs	1 
néceflaires	nécessaires	1 
devroit	devrait	1 
précéder	précéder	1 
eft	eft	1 
néceflaire	nécessaire	1 
fe	fe	1 
favoir	avoir	1 
chimilles	chimiques	1 
s’obfcrve	s’observe	1 
fai1	fai1	1 
fouvent	fouvent	1 
d’ufage	d’usage	1 
difciplcs	disciples	1 
auffi	suffi	1 
fe	fe	1 
foulager	soulager	1 
plufieurs	plusieurs	1 
préferablement	prérablement	1 
foient	soient	1 
xci	ci	1 
qjj	qj	1 
fe	fe	1 
propofe	propose	1 
l’etude	l’etude	2 
l’etude	l’etude	2 
nccecs	rences	1 
jettres	lettres	1 
fillabes	familles	1 
xcii	xiii	1 
fuis	fois	1 
furpris	surpris	1 
encog	endog	1 
penié	pensé	1 
tdtament	dicament	1 
puiflent	puissent	1 
phrafes	phrases	1 
verfions	versions	1 
tcms	cms	1 
vti	ti	1 
inegulitrs	singuliers	1 
dicttonnires	dictionnaire	1 
dialcacs	dicaces	1 
xciv	xiv	1 
lcsécabliffemens	lcsécabliffemens	1 
enfcigner	enseigner	1 
jeun(lfepon	jeun(feront	1 
tuiage	tiage	1 
laiflcr	lafleur	1 
plufieurs	plusieurs	1 
propofent	proposent	1 
fingulières	singulières	1 
d’enfeigner	d’enseigner	1 
fe	fe	1 
caulent	coulent	1 
lingulières	singulières	1 
eft	eft	1 
inftruetions	instructions	1 
fujets	sujets	1 
d’enfeigner	d’enseigner	1 
qualiteznéceflaires	qualiteznécessaires	1 
xcvii	xvii	1 
xcvii	xvii	1 
enfcignent	enseignent	1 
diverfes	diverses	1 
perfonnes	personnes	1 
confidcration	configuration	1 
plufieurs	plusieurs	1 
lifent	lisent	1 
xcviii	xviii	1 
applicattion	application	1 
émoufle	émoule	1 
facultez	facultez	1 
l’efprit	l’esprit	1 
aufli	aussi	1 
enfans	enfans	1 
xcix	xix	1 
efl	el	1 
nofirt	noir	1 
paventes	patentes	1 
dtate	date	1 
quod	quoi	1 
pojfunt	pouvant	1 
annis	antis	1 
étttri	étrois	1 
patimur	partir	1 
afjlig	afflig	1 
tonales	totales	1 
illi	alli	1 
marccnt	accent	1 
ifupent	furent	1 
attritâ	attraitâ	1 
ingenii	incendi	1 
barfaei	barrage	1 
stadiorum	stadium	1 
xcix	xix	1 
auffi	suffi	1 
diftinélions	dictinélions	1 
fubtiles	subtiles	1 
lerquelles	lesquelles	1 
chofes	choses	1 
connoiflîmces	connollyîces	1 
ac	ac	1 
quiert	quier	1 
potts	potts	1 
converration	conversation	1 
prefque	presque	1 
livresi	livres	1 
cherchoient	cherchaient	1 
g’initruire	g’instruire	1 
fraiy	frais	1 
fon	fon	1 
auffi-tot	suffi-tot	1 
voudroient	voudraient	1 
fouvenir	souvenir	1 
polus	plus	1 
culus	cules	1 
fectre	fecture	1 
établiflement	établissement	1 
profef:	projet:	1 
fion	fin	1 
0-aui	0-au	1 
vidit	visit	1 
fionj	fiona	1 
defonétat	devonétat	1 
jurilconiulte	jurilconiulte	1 
profeflion	profession	1 
voyent	voient	1 
occaiions	occasions	1 
plaiiir	plaisir	1 
propoler	proposer	1 
favoir	avoir	1 
fètbonuer	fètrouver	1 
profeffion	profession	1 
artifans	artisans	1 
artifan	artisan	1 
induihie	induite	1 
piufieurs	plusieurs	1 
atteliers	ateliers	1 
diverfes	diverses	1 
c’elt-à-dire	c’est-à-dire	1 
elt	elt	1 
longtems	longtemps	1 
eft	eft	1 
philofonhe	philosophe	1 
fa	fa	1 
philofophie	philosophie	1 
eft	eft	1 
horiime	origine	1 
guéri	guéri	1 
préjugez	préjugez	1 
diverics	divers	1 
bienféances	bienéances	1 
cérchionies	céchinoises	1 
fuperditions	fuperditions	1 
fenfible	sensible	1 
jugemens	jugement	1 
iait	iait	1 
choies	choses	1 
perfonnes	personnes	1 
hlt	ult	1 
prudtntiê	prudentê	1 
fibi	fini	1 
éinimos	éminist	1 
futt	fut	1 
admlniri	admirait	1 
numici	suicid	1 
fclaqut	flanqu	1 
iojjit	riorit	1 
ftrvan	fran	1 
btatum	batum	1 
c’elt	c’est	1 
feuls	seuls	1 
ailler	aller	1 
choifir	choisir	1 
rebutex	rebute	1 
pareequ’on	parcequ’on	1 
vouloic	vouloir	1 
litant	litant	1 
marchandifes	marchandises	1 
cvi	ci	1 
n’étoit	n’étoit	1 
exaét	exét	1 
auffi	suffi	1 
l’avanture	l’aventure	1 
forte	forte	1 
fes	fes	1 
cviï	ciï	1 
cvii	vii	1 
talens	talent	1 
leeture	lecture	1 
faura	faura	1 
cviii	xviii	1 
fe	fe	1 
piocurer	procurer	1 
établiflèment	établirèment	1 
gcx	gtx	1 
prctcrire	prescrire	1 
lcallres	locales	1 
chofes	choses	1 
eft	eft	1 
leûure	leûure	1 
cix	ci	1 
fance	france	1 
forte	forte	1 
artifans	artisans	1 
paitie	partie	1 
confiderable	confiderable	1 
ailement	alement	1 
pluiieurs	plusieurs	1 
profefleurs	professeurs	1 
deffcin	decins	1 
cxi	ci	1 
fe	fe	1 
naifîancej	naifîance	1 
aifement	airement	1 
fuivre	suivre	1 
fes	fes	1 
’u	’u	1 
auffi	suffi	1 
cenfurcr	censurer	1 
regnans	enfants	1 
fignifie	signifie	1 
lignifier	signifier	1 
rifque	rique	1 
cxiii	xiii	1 
géneralité	géneraité	1 
fàifant	fàfant	1 
v	v	1 
furprenaot	surprenant	1 
scicnce	science	1 
ufage	usage	1 
univerfel	universel	1 
enfeigner	enseigner	1 
connoitre	connaitre	1 
prciages’,	mariages’,	1 
diftinguer	distinguer	1 
cxiv	xiv	1 
voudroient	voudraient	1 
combuftion	combustion	1 
mirercs	mineurs	1 
auffi	suffi	1 
plaifent	plaident	1 
confufion	confusion	1 
chritum	criture	1 
permettoient	permettaient	1 
ordonnoient	ordonnent	1 
confulter	consulter	1 
anc	anc	1 
raod	rard	1 
u	u	1 
philofophie	philosophie	1 
philofophe	philosophe	1 
enfans	enfans	1 
penfe	pense	1 
lource	source	1 
confiderations	configurations	1 
to	to	1 
compofcnt	composent	1 
fe	fe	1 
efprit	esprit	1 
raifonnée	raisonnée	1 
n’eft	n’est	1 
l’hibiletc	l’habilet	1 
let-	let-	1 
n’étudioit	n’étudiait	1 
avoit	avoit	1 
pen-	pen-	1 
feulement	seulement	1 
phrafes	phrases	1 
fuivant	suivant	1 
ufage	usage	1 
fous	fous	1 
gratnr	grand	1 
aufli	aussi	1 
penfées	pensées	1 
geftci	gentil	1 
perfuader	persuader	1 
éçlaircr	éçclair	1 
tzt	tat	1 
refprit	reprit	1 
fous	fous	1 
derhétorique	derétorique	1 
jurqu’à	jusqu’à	1 
l’expericnce	l’experience	1 
rcndent	rendent	1 
d’antres	d’autres	1 
fur	fur	1 
iorte	porte	1 
devroit	devrait	1 
fe	fe	1 
l’hiftoire	l’histoire	1 
géometrie	gémettre	1 
l’ufage	l’usage	1 
univerfcl	universel	1 
plipirt	plupart	1 
pafiifs	parfois	1 
devroit	devrait	1 
métaphifique	métaphysique	1 
eft	eft	1 
enicigner	enseigner	1 
àéfinitiod	àéfinition	1 
l’ufnge	l’une	1 
oppofé	opposé	1 
langut	langue	1 
eft	eft	1 
penfées	pensées	1 
ruflge	rouge	1 
eft	eft	1 
fuivant	suivant	1 
raifon	raison	1 
ufitées	unitées	1 
fens	fens	1 
chefter	chester	1 
avoit	avoit	1 
ufage	usage	1 
fur	fur	1 
bm	bm	1 
n’eft	n’est	1 
premierni	premier	1 
aufli	aussi	1 
fervir	servir	1 
fur	fur	1 
ainfi	ainsi	1 
l’avanture	l’aventure	1 
ufage	usage	1 
chofe	chose	1 
feftionner	mentionner	1 
eft	eft	1 
(out	(out	1 
fi	fi	1 
fût	fût	2 
feule	seule	1 
fût	fût	2 
penfée	pensée	1 
chorcs	chocs	1 
fons	fons	1 
confilta	conflit	1 
monumens	monuments	1 
avoit	avoit	2 
fujette	sujette	1 
eft	eft	1 
avoit	avoit	2 
befoin	besoin	1 
rendoit	rendit	1 
ftnfns	tonnes	1 
friintis	finitifs	1 
tacit	tait	1 
furprenant	surprenant	1 
fignification	signification	1 
plufieuis	plusieurs	1 
carattères	caractères	1 
fignifient	signifient	1 
chofes	choses	1 
néceflaire	nécessaire	1 
pouroit	pouroit	1 
tans	tans	1 
fourds	lourds	1 
naiflance	naissance	1 
appelions	appelons	1 
mêty	mêty	1 
reprefente	reprefente	1 
chofe	chose	2 
fon	fon	1 
pouira	pourra	1 
auffi	suffi	1 
naiflance	naissance	1 
chofe	chose	2 
eniuite	ensuite	1 
s’eit	s’est	1 
lorsqjje	lorsque	1 
entreîaflc	entreîafc	1 
letcics	celtics	1 
nogrdmme	logramme	1 
fens	fens	1 
l’idcc	l’idec	1 
eft	eft	1 
efpèces	efpèces	1 
devoit	devait	1 
naiflance	naissance	1 
dotfeur	moteur	1 
trtwh"	strat"	1 
impoflîble	simpleîble	1 
féparer	féparer	1 
befoin	besoin	1 
obligez	oblige	1 
fur	fur	1 
faifons	faisons	1 
érroits	édroits	1 
écrivoicnt	écrivaient	1 
fur	fur	1 
caule	cause	1 
compofcnt	composent	1 
fe	fe	1 
vmx	vox	1 
mulltr	muller	1 
leipfig	leipzig	1 
enfeigner	enseigner	1 
fix	fix	1 
caraeteres	caraeteres	1 
auflî	aflî	1 
rfrcnir	fournir	1 
changcmens	changement	1 
iont	sont	1 
furvenus	survenus	1 
changcmens	changement	1 
tems	tems	1 
chofcs	chocs	1 
promts	promis	1 
leq	leq	1 
s’eil	s’il	1 
glifré	gliseé	1 
defordre	effondre	1 
fe	fe	1 
perfonne	personne	1 
h’a	h’a	1 
caraétèrcs	caraétèrcs	1 
iert	sert	1 
(ùjct	(ùjet	1 
vtrbt	strat	1 
affinne	affine	1 
direrfes	diverses	1 
circonftances	circonstances	1 
politefle	politesse	1 
laifler	laisser	1 
converfation	conversation	1 
ftérilité	ftérilité	1 
pafler	parler	1 
intclligible	intelligible	1 
pléonafmes	pléonasmes	1 
d’intcrjeâions	d’interneâions	1 
ftcnir	tenir	1 
politefle	politesse	1 
faifant	faisant	1 
cc	cc	1 
ir	ir	1 
efl	el	1 
fim’iin	fim’fin	1 
can/apttw	can/petit	1 
lictrct.	liciter.	1 
fimplc	simple	1 
chnngemens	changement	1 
changemens	changement	2 
mœui	mœui	1 
fie	fie	1 
gouvernemcnt	gouvernement	1 
se	se	1 
païs	païs	1 
changemens	changement	2 
fréquens	fréquent	1 
l’eil-	l’eil-	1 
npe9	npe9	1 
iujettes	sujettes	1 
terminaifons	terminaisons	1 
foit	fait	1 
adjeâiis	adeâiis	1 
panjfs	plans	1 
enfcmble	ensemble	1 
fubftantif	substantif	1 
adjeétif	adeétif	1 
tverbe	verbe	1 
pref-	bref-	1 
prcfque	presque	1 
bitraire	traduire	1 
prefque	presque	1 
sintaxe	syntaxe	1 
eft-ce	et-ce	1 
perfeftion	perfection	1 
chofes	choses	1 
fes	fes	1 
terminaifons	terminaisons	1 
prefque	presque	1 
sintaxe	syntaxe	1 
faitant	faisant	1 
ainfi	ainsi	1 
fortir	sortir	1 
laquttie	maquette	1 
poffibles	possibles	1 
ientimens	sentiment	1 
pius	pius	1 
divifion	division	1 
jufie	julie	1 
devroit	devrait	1 
confiflant	confiant	1 
sillabe	sillage	1 
cun	cun	1 
xxxi	xxi	1 
xxxi	xxi	1 
biffant	offrant	1 
réduifent	réduisent	1 
richefled’unc	richelieu’unc	1 
fes	fes	1 
phrafes	phrases	1 
ri,çhelfe	ri,çelfe	1 
xxxiii	xxiii	1 
l’ufage	l’usage	1 
amttiiut	attribut	1 
habitans	habitans	1 
enfemble	ensemble	1 
ufent	urent	1 
expreflions	expressions	1 
luppléaficnt	supplésaint	1 
ligncs	lignes	1 
fuivant	suivant	1 
eft	eft	2 
fes	fes	1 
lîllabcs	lîplaces	1 
confonn	confond	1 
d’afpirantcs	d’aspirants	1 
harmonicuce	harmonique	1 
lorfqu’elle	lorsqu’elle	1 
monofillabes	monofillabes	1 
eit	eit	1 
li	li	1 
fillabc	gaillac	1 
befoin	besoin	1 
compofer	composer	1 
difcours	discours	1 
eft	eft	2 
xxxv	xxx	1 
éte	éte	1 
puiflantes	puissantes	1 
lia	lia	1 
ijf	inf	1 
langui	langue	1 
fuffit	suffit	1 
phrafes	phrases	1 
penfer	penser	1 
xxxv	xxx	1 
raicon	raison	1 
puiler	puiser	1 
lefquelles	lesquelles	1 
foient	soient	1 
chofe	chose	1 
l’ufagc	l’usage	1 
abfolu	absolu	1 
phrafes	phrases	1 
eft	eft	1 
d’ufage	d’usage	1 
puiflè	puisè	1 
autorifer	autoriser	1 
oblcure	obscure	1 
luppléer	suppléer	1 
difcours	discours	1 
abufer	abuser	1 
fervir	servir	1 
ruifque	musique	1 
ilile	ille	1 
converfation	conversation	1 
d’efprit	d’esprit	1 
amuler	amuser	1 
ilile	ille	1 
xli	li	1 
lorsqjje	lorsque	1 
ftile	utile	1 
mémc	mémc	1 
n’eft	n’est	1 
pus	pus	1 
deplaife	delhaize	1 
puifque	puisque	1 
prépofitions	prépositions	1 
n’ennuyc	n’ennuy	1 
sinonimes	synonymes	1 
j	j	1 
précilement	précialement	1 
fens	fens	1 
fe4le	de4le	1 
chafe	chage	1 
cchape	chape	1 
iouvent	souvent	1 
trrmcs	termes	1 
n’eft	n’est	1 
plufieurs	plusieurs	1 
férieufe	férieure	1 
d’urne	d’une	1 
concife	concile	1 
ftile	utile	1 
fublime	sublime	1 
sintaxe	syntaxe	1 
eft	eft	1 
divcrfcs	divorces	1 
prcfcrit	prescrit	1 
sintnxe	sainte	1 
clefl-à-dire	clef-à-dire	1 
terminaifom	termination	1 
difeours	discours	1 
l’efprit	l’esprit	1 
envifageroit	envisagerait	1 
confultant	consultant	1 
lorfque	lorsque	1 
douteufcs	douteuse	1 
comparailbn	comparaison	1 
do-q	do-q	1 
efrèce	efrèce	1 
c’eit	c’est	1 
conftruits	construits	1 
ielon	selon	1 
loix	loix	1 
sintaxe	syntaxe	1 
arrangez	arrange	1 
obrervant	observant	1 
ftile	utile	1 
forp	fort	1 
cil	cil	1 
lelon	selon	1 
pa’is	pa’is	1 
llile	lille	1 
ntfcio	nation	1 
g	g	1 
d’expreffions	d’expressions	1 
leuiès	leurès	1 
paroifle	parole	1 
d’aifé	d’aifé	1 
fouvent	fouvent	1 
ftile	utile	1 
ltile	utile	1 
jufte	juste	1 
nuye	nue	1 
ludentis	prudents	1 
âabit	âagit	1 
horat	horst	1 
fa	fa	1 
uii	ii	1 
phrafes	phrases	1 
eft	eft	1 
jufte	juste	1 
ljv	lev	1 
ftile	utile	1 
n’eft	n’est	1 
fur	fur	2 
modelle	moselle	1 
fur	fur	2 
efprits	esprits	1 
penrant	pendant	1 
auffi	suffi	1 
fans	fans	1 
ft	ft	1 
fournilfe	fournie	1 
fur	fur	1 
expreflions	expressions	1 
heureufes	heureuses	1 
fentences	sentences	3 
fentences	sentences	3 
fentences	sentences	3 
chotes	choses	1 
fe	fe	1 
iert	sert	1 
