Erreur	Correction	Fréquence	
auxfupérieurs	auxfupérieurs	1 
fujets	sujets	1 
ca-	car	1 
perede	perde	1 
jeurs	leurs	1 
dets	des	1 
fouverain	souverain	1 
refufe	refuse	1 
eit	et	1 
préferver	préserver	1 
cefse	cesse	1 
befoins	besoins	1 
fes	les	1 
difoit	doit	1 
pourrok	pourra	1 
follicitude	sollicitude	1 
tendreffe	tendresse	1 
toutlebonheur	toutlebonheur	1 
infhuifant	infhuifant	1 
ven-vam	ven-vam	1 
tendrefse	tendresse	1 
î~j	île	1 
fentiment	sentiment	1 
fes	les	1 
puifsante	puissante	1 
aulfitôt	aussitôt	1 
aufli	aussi	1 
refpect	respect	1 
fes	les	1 
loix	loin	1 
fentiments	sentiments	1 
nécefsairement	nécessairement	1 
fage	face	1 
loix	loin	1 
ainfi	ainsi	1 
fentiments	sentiments	1 
(on	on	1 
fentiments	sentiments	1 
refsufeiter	refsufeiter	1 
naifsent	naissent	1 
pafser	passer	1 
s’il	sil	2 
oudifsolu	oudifsolu	1 
feul	seul	1 
injurie	injure	1 
s’abandonne	abandonne	1 
[es	les	1 
poifon	poison	1 
difsolution	dissolution	1 
difcorde	discorde	1 
caufe	cause	1 
fauver	sauver	1 
feule	seule	1 
exprimoient	exprimaient	1 
«	a	2 
difant	disant	1 
fages	pages	1 
y-a-o	yao	1 
injuftes	injustes	1 
tchcou	tchou	1 
caufé	café	1 
communiquèrent	communiquent	1 
renverfa	renverra	1 
défordre	désordre	1 
kié	lié	1 
bienfaifance	bienfaisance	1 
infpirer	inspirer	1 
prefcrire	prescrire	1 
fes	les	2 
s’il	sil	3 
pofsede	possede	1 
ainfî	ainsi	1 
s’examine	examine	1 
fujets	sujets	1 
éft	ift	1 
profcrire	proscrire	1 
fixande	viande	1 
6t	et	1 
refufe	refuse	1 
fujets	sujets	1 
defes	deces	1 
maifon	maison	2 
réfifter	résister	1 
fes	les	1 
adminiftration	administration	1 
poé’te	poéte	1 
chi-king	thinking	1 
ven-vam	ven-vam	1 
5c	c	1 
«	a	1 
«	a	1 
«	a	1 
puifsant	puissant	1 
par-le	parle	1 
"voyez	voyez	1 
deftie	defie	1 
fembk	femme	1 
maifon	maison	1 
couce	coupe	1 
«	a	1 
bellie	belle	1 
ronnés	donnés	1 
lafagefse	lafagefse	1 
mocc	moco	1 
="	de	1 
maifon	maison	1 
infpire	inspire	1 
refsembler	ressembler	1 
s’efforce	efforce	1 
defir	desir	1 
-king	king	1 
»	a	1 
offroit	offrait	1 
maifon	maison	1 
ainfi	ainsi	1 
s’exprime	exprime	1 
cence	pence	1 
’	a	1 
«	a	2 
ravifsant	ravissant	1 
fpeétacle	spectacle	1 
maifon	maison	1 
ainfi	ainsi	1 
fentiments	sentiments	1 
infpirer	inspirer	1 
defir	desir	1 
?4	de	1 
fag-e	fagle	1 
décc	déco	1 
teté	jeté	1 
hom«	home	1 
illuftre	illustre	1 
s’eft	sent	1 
honnê«	honnête	1 
«	a	2 
affabilité	affaiblit	1 
fujets	sujets	1 
qua«	quai	1 
fes	les	2 
tendrefse	tendresse	1 
l’imite-	l’imite	1 
éj	j	1 
adminiftration	administration	1 
ïiij	ii	1 
établiedans	établiedans	1 
toutl’emcc	toutl’emcc	1 
«	a	1 
fage	face	1 
efprit	esprit	1 
lui-même	lui-même	1 
fes	les	1 
fupérieurs	supérieurs	1 
avutitôt	avutitôt	1 
jla	la	1 
refpeâ	reflet	1 
connoifsant	connaissant	1 
fes	les	1 
auffitôt	aussitôt	1 
àleurs	leurs	1 
fenfîbilité	fenfîbilité	1 
commifération	commifération	1 
ill’apour	l’apour	1 
maifon	maison	1 
fes	les	1 
fentimentspour	fentimentspour	1 
inftruit	instruit	1 
etaux	taux	1 
fujets	sujets	1 
ref-	ref	1 
1a	la	1 
femblent	semblent	1 
naifsent	naissent	1 
s’en	sien	1 
fervir	servir	1 
efprits	esprits	1 
efprit	esprit	1 
mefure	mesure	2 
fefprit	esprit	1 
dimenfîons	dimensions	1 
fupérieur	supérieur	2 
fentiments	sentiments	1 
mettez-vous	mettez-vous	1 
connoître	connaître	1 
efl	el	2 
verroit	verront	1 
fuivroit	suivront	1 
tendrefse	tendresse	1 
ec	et	1 
fafsent	fassent	1 
fes	les	1 
fècc	face	1 
pareequ’il	pareequ’il	1 
«	a	3 
chi-king	thinking	1 
inftruments	instruments	1 
deftinés	destinés	1 
affeétions	affections	1 
efprits	esprits	1 
mefurer	mesurer	1 
ainfi	ainsi	1 
pofsede	possede	1 
7i	si	1 
irricoient	irricoient	1 
efprits	esprits	2 
miniivre	ministre	1 
chi-king	thinking	1 
d’y-n	doyen	1 
ifsu	issu	1 
fpecîateur	spectateur	1 
jufques	jusque	1 
précipices	précipice	1 
incc	inca	1 
miniftere	ministere	1 
y-n	yen	1 
fuperbe	superbe	1 
«	a	1 
hérifsées	vérifiées	1 
trépide	trépied	1 
sciencï	science	1 
penfe	pense	1 
taifent	taisent	1 
»	a	1 
«	a	1 
çc	ça	1 
fatisfaire	satisfaire	1 
jultes	jules	1 
puilsance	puissance	1 
defirs	desirs	1 
efprits	esprits	1 
s’il	sil	1 
s’écarte	écarte	1 
s’écroulera	s’écroulera	1 
(on	on	1 
abfolue	absolue	1 
chi-vam	shivam	1 
chen-kum	chen-kum	1 
ainfi	ainsi	1 
êa	la	1 
raifon	raison	1 
infpirations	inspirations	1 
dynaftie	dynastie	1 
reurs	leurs	1 
fuiet	fuite	1 
empe«	tempe	1 
y-n	yen	1 
«	a	1 
é~	é	1 
formerexaftement	formerexaftement	1 
long-temps	longtemps	1 
«	a	1 
foit	fait	1 
efl	el	1 
fes	les	2 
exprefsément	expressément	1 
s’il	sil	1 
pofsede	possede	1 
pafsage	passage	1 
aliène	aligne	1 
fcn	fin	1 
fage	face	1 
raifonnable	raisonnable	2 
s’élever	élever	1 
paixet	paix	1 
s’attachera	attachera	1 
s’il	sil	1 
profpérité	prospérité	1 
heureufement	heureusement	1 
ricliefses	ricliefses	1 
nécefsaire	nécessaire	1 
ainfi	ainsi	1 
fortent	sortent	1 
fecondaire	secondaire	1 
ricliefses	ricliefses	1 
j6	je	1 
„	a	1 
fource	force	1 
fes	les	2 
richefses	richesses	1 
difcorde	discorde	1 
eftime	estime	1 
ainfî	ainsi	2 
aliène	aligne	1 
fecondaire	secondaire	1 
amafser	amasser	1 
ladifcorde	ladifcorde	1 
fujets	sujets	1 
feme	femme	1 
-]f	of	1 
amafsant	amusant	1 
concilie	concilier	1 
fes	les	1 
richefses	richesses	2 
ainfi	ainsi	1 
s’il	sil	1 
bienfaifant	bienfaisant	1 
fujets	sujets	1 
richeffes	richesses	1 
fes	les	2 
richefses	richesses	1 
venvam	venom	1 
iij	ii	1 
«	a	1 
difpenfatrice	difpenfatrice	1 
feul	seul	1 
«	a	1 
fc	fac	1 
lignifie	signifie	1 
?:	de	1 
richefses	richesses	1 
au-defsus	au-defsus	1 
tfou	fou	1 
yan-fun-	yan-fun-	1 
miniftxe	ministre	1 
kanfi	kanji	1 
ambafsade	ambassade	1 
detfou	dersou	1 
pareeque	parceque	1 
rniniftre	rniniftre	1 
tendoit	tendait	1 
kanfi	kanji	1 
cefse	cesse	1 
belle-mere	belle-mere	1 
plufieurs	plusieurs	1 
étoit	était	1 
ven-kun	ven-kun	1 
fortit	sortit	1 
ren-	rend	1 
so’	son	1 
fouverain	souverain	1 
venoir	venir	1 
confeilla	conseilla	1 
reconnoître	reconnaître	1 
donnoit	donnait	1 
prefsa	pressa	1 
naiffance	naissance	1 
confeils	conseils	1 
fe"ce	fence	1 
«	a	1 
difant	disant	1 
rejetfa	rejeta	1 
défolatidn	désolation	1 
s’agit	sagit	1 
lamof’g	lamof’g	1 
effetj	effet	1 
8l	il	1 
étoit	était	1 
efl	el	1 
par-là	parle	1 
richefses	richesses	1 
fes	les	1 
dignités	dignité	1 
fage	face	1 
s’applique	applique	1 
lefquels	lesquels	1 
dignités	dignité	1 
propofe	propose	1 
perfouncs	perfouncs	1 
difcerne	discerne	1 
miniftre	ministre	1 
dignités	dignité	1 
iîncere	sincere	1 
mongkong	mongkong	1 
étoit	était	1 
miniftre	ministre	2 
propofoit	proposait	1 
sing-kang	sing-kang	1 
confeil	conseil	1 
tcin	tchin	1 
choifir	choisir	1 
suppofons	supposons	1 
miniftre	ministre	1 
tran«	trans	1 
dit-il	détail	1 
xa	la	1 
8j	j	1 
g1akd1	g1akd1	1 
choi«	choix	1 
reconnoît	reconnaît	1 
fages	pages	2 
penfe	pense	1 
utict	utile	1 
fîr	for	1 
peucc	peuc	1 
miniftre	ministre	1 
lité	lit	1 
dignités	dignité	1 
fiens	viens	1 
propofer	proposer	1 
«	a	3 
feulement	seulement	1 
pro«	prof	1 
conferver	conserver	1 
suppofons	supposons	1 
miniftre	ministre	1 
«	a	1 
s’il	sil	1 
s4	se	1 
penfe	pense	1 
fages	pages	1 
choifira	choisira	1 
niftre	notre	1 
femblable	semblable	1 
plir	plier	1 
foutecc	foutez	1 
miniftre	ministre	1 
defseins	desseins	1 
propofera	proposera	1 
nir	ni	1 
travcrfcr	travcrfcr	1 
«	a	2 
remce	remue	1 
paroît	paraît	1 
confeillers	conseillers	1 
mi-	mis	1 
choifir	choisir	1 
gf	of	1 
dignités	dignité	1 
fage	face	1 
iliftre	litre	1 
peftes	pertes	1 
communiqueroit	communiqueront	1 
peftes	pertes	1 
fes	les	1 
dignités	dignité	2 
perverfité	perversité	1 
fociété	société	1 
»	a	1 
saie	sais	1 
ufte	fute	1 
«	a	1 
difant	disant	1 
fages	pages	1 
connoît	connaît	1 
méprife	méprise	1 
dignités	dignité	2 
s’il	sil	2 
:.	de	1 
connoît	connaît	1 
s’il	sil	1 
dignités	dignité	1 
conferve	conserve	1 
temporife	temporaire	1 
s’il	sil	2 
auelquc	quelque	1 
eftime	estime	1 
’	a	1 
fes	les	1 
infensés	insensés	1 
defïre	before	1 
dignités	dignité	1 
ieshommesfageset	ieshommesfageset	1 
infensés	insensés	1 
dignités	dignité	1 
hii	ii	1 
fcntiments	sentiments	1 
juftice	justice	1 
ce"grand	ce"grand	1 
raifon	raison	1 
effi	effy	1 
jeur	leur	1 
lorfque	lorsque	1 
defire	desire	1 
mefurer	mesurer	1 
fîncèrement	sincèrement	1 
jufqu’ici	jufqu’ici	1 
fuivre	suivre	1 
exifte	existe	1 
etce	etre	1 
ïa	la	1 
diffipation	diffamation	1 
auflîtôt	auflîtôt	1 
méprifcr	mépriser	1 
aufli	aussi	1 
fouverain	souverain	1 
maifon	maison	1 
befoin	besoin	1 
richefses	richesses	1 
fès	dès	1 
foutenir	soutenir	1 
fuivantes	suivantes	1 
dépenfes	dépenses	1 
fimple	simple	1 
iij	ii	1 
fouverain	souverain	1 
richefses	richesses	1 
lesh	les	1 
produifent	produisent	1 
»	a	1 
propofe	propose	1 
fecours	secours	1 
fouverain	souverain	1 
fes	les	1 
des-	des	1 
tréfors	trésors	1 
difpenfent	dispensent	1 
tréfors.et	tréfors.et	1 
méprife	méprise	1 
fes	les	1 
richefses	richesses	2 
le’mépris	le’mépris	1 
ricbefses	richesses	1 
j)	je	1 
tréfor	trésor	1 
confervation	conservation	1 
foit	fait	2 
tréfor	trésor	1 
confcience	conscience	1 
foit	fait	1 
hien-	hien	1 
nécefsaire	nécessaire	1 
fouverain	souverain	1 
miniftre	ministre	2 
s’appli«	s’appli«	1 
difoit	doit	1 
quer	que	1 
traî«	traîi	1 
i-lient	client	1 
«	a	1 
mier	hier	1 
cno	con	1 
precc	prend	1 
engraifser	engraisser	1 
-la	la	1 
trer	tuer	1 
fruf-	fruit	1 
«	a	1 
appointées	apportées	1 
miniftres	ministres	1 
fupérieurs	supérieurs	1 
fercc	fera	1 
confidéra-	considéra	1 
mandent	mangent	1 
miniftres	ministres	1 
;"	de	1 
peuce	puce	1 
conigdérables	considérables	1 
fournifsent	fournissent	1 
«	a	1 
appointe	apporte	1 
scjence	science	1 
fes	les	1 
tions	tiens	1 
mmiftrefrippon	mmiftrefrippon	1 
«	a	4 
exacteurs	acteurs	1 
pasfavorifer	pasfavorifer	1 
parcequ’unbon	parcequ’unbon	1 
fage	face	1 
miaiftre	ministre	1 
prouvoit	prouvait	1 
efpece	espece	1 
foutenir	soutenir	1 
perfuadent	persuadent	1 
fafte	faute	1 
cori-fiance	cori-fiance	1 
confifter	confirmer	1 
defcendre	descendre	1 
s’il	sil	1 
façacité	capacité	1 
aigriront	agiront	1 
groffir	grossir	1 
fijamaisil	fijamaisil	1 
div	dit	1 
science)	science	1 
irrémédiables	irrémédiable	1 
6c	c	1 
fortir	sortir	1 
fages	pages	1 
fagefscpour	fagefscpour	1 
pourront-ils	pourront-ils	1 
falut	faut	1 
fes	les	1 
loix	loin	1 
lrmffil-ieu	lrmffil-ieu	1 
parcequ’elle	parcequ’elle	1 
jla	la	1 
s’égarer	séparer	2 
fes	les	1 
pouvoit	pouvoir	1 
s’il	sil	1 
fortir	sortir	1 
s’écarter	écarter	2 
fortirde	fortiche	1 
inftant	instant	1 
seroir	servir	1 
fuivre	suivre	1 
fes	les	1 
deftination.	destination	1 
fenfibles	sensibles	1 
cefse	cesse	1 
s’en	sien	1 
fage	face	1 
environné	environne	1 
foigneufement	soigneusement	1 
s’écarter	écarter	1 
feulement	seulement	1 
fubtiis	subtils	1 
s’élèvent	élèvent	1 
ioi	moi	1 
fenfibles	sensibles	1 
ce-.	ce	1 
8c	c	1 
iiij	iii	1 
ioi	moi	1 
domter	douter	1 
effc	effy	1 
raifon	raison	1 
jufte	juste	2 
trift’efse	trift’efse	1 
s’éleventet	s’éleventet	1 
s’appelle	sappelle	1 
s’élèvent	élèvent	1 
fon-	font	1 
fortir	sortir	1 
paffions	parlions	1 
ioj	ion	1 
raifon	raison	1 
raifonnable	raisonnable	1 
efpece	espece	1 
paillon	papillon	1 
raifonnable	raisonnable	1 
aclion	action	1 
puifque	puisque	1 
afsuré	assuré	1 
s’être	être	1 
conftitue	constitue	1 
d’agitation.	d’agitation	1 
raifon	raison	1 
paf-	paf	1 
conferver	conserver	1 
i04-	i04-	1 
filence	silence	1 
chofe	chose	1 
fes	les	2 
ainfi	ainsi	2 
fortir	sortir	1 
croifsent	croisent	1 
harmoniquesmais	harmoniquesmais	1 
chofes	choses	1 
jufte	juste	1 
s’en	sien	1 
fage	face	1 
difoit	doit	1 
connoît	connaît	1 
fage	face	1 
ioj	ion	1 
del’honncteté	l’honncteté	1 
ainfilorfqu’ilfautagir	ainfilorfqu’ilfautagir	1 
fecrets	secrets	1 
(on	on	1 
lifi-même	lifi-même	1 
s’abandonne	abandonne	1 
difoit	doit	1 
ceux-là	ceux-là	1 
i06	il	1 
eft-il	etil	1 
jufte	juste	1 
raifon	raison	1 
au-delà	au-delà	1 
favants	savants	1 
parcequ’ils	parcequ’ils	2 
philoetphes	philosophes	1 
afsez	assez	1 
s’eftiment	sentiment	1 
perfonnes	personnes	1 
connoif-	connoif-	1 
quoiqu’il	quoiqu’il	1 
foit	fait	1 
i07	il	1 
raifon	raison	1 
connoître	connaître	1 
fes	les	1 
préfente	présente	1 
prefque	presque	1 
fimples	simples	1 
ainfi	ainsi	2 
réfléchifse	réfléchisse	1 
fagacité	sagacité	1 
quoiqu’il	quoiqu’il	1 
s’élever	élever	1 
perfonhe	personne	1 
foit	fait	1 
cepen-	depend	1 
ainfi	ainsi	1 
i08	il	1 
connoifsent	connaissent	1 
difeerner	discerner	1 
feul	seul	1 
dant	dans	1 
boiffon	bouffon	1 
afsez	assez	1 
perfonne	personne	1 
prefque	presque	1 
conftamment	constamment	1 
jufte	juste	1 
fuivie	suivie	1 
conftamment	constamment	1 
jufte	juste	1 
direz-vous	direz-vous	1 
poflîble	poflîble	1 
conftamment	constamment	1 
jufte	juste	1 
connoître	connaître	1 
ditesmoi	ditesmoi	1 
s’il	sil	1 
fuivre	suivre	1 
aimoit	aimait	1 
confulter	consulter	1 
j0ste	juste	1 
1e	de	1 
confeils	conseils	2 
filence	silence	1 
difcours	discours	1 
feulementles	feulementles	1 
voyoit	voyait	1 
raifonnements	raisonnements	1 
louoit	louait	1 
fubtils	subtils	1 
appercevoit	apercevoir	1 
pefoit	petit	1 
confeils	conseils	1 
régloit	réglait	1 
lui-même	lui-même	1 
enfuite	ensuite	1 
jufte	juste	1 
paroifsent	paraissent	1 
étoit	était	1 
examinoit	examinait	1 
réduifoit	réduirait	1 
raifons	raisons	1 
jugetome	jugeote	1 
tï	tu	1 
j-iô	joie	1 
mllibu	malibu	1 
1usïi	aussi	1 
iîecles	siecles	1 
ainfi	ainsi	1 
aujourd’hui	aujourdhui	1 
fubîime	sublime	1 
efsayez	essayez	1 
nuifible	nuisible	1 
diftingue	distingue	1 
auffitôt	aussitôt	1 
croyez-vous	croyez-vous	1 
pafsages	passages	1 
faufse	fausse	1 
quel’on	quelqun	1 
pourfuivre	poursuivre	1 
puifse	puisse	1 
préfente	présente	1 
femblables	semblables	1 
mifere	misere	1 
oifeaux	oiseaux	1 
fses	ses	1 
fagacité	sagacité	1 
afsez	assez	1 
jufte	juste	1 
kij	kit	1 
connoître	connaître	1 
poflîble	poflîble	1 
difciple	disciple	1 
chofes	choses	1 
jufte	juste	1 
s’y	say	1 
s’en	sien	1 
hoéi-tsée	hoéi-tsée	1 
pénétroit	pénétrait	1 
attachoit	attachait	1 
fes	les	1 
légersaveuglespréfomptueux	légersaveuglespréfomptueux	1 
cherchoit	cherchait	1 
ainfi	ainsi	1 
serroit	serrait	1 
iij	ii	1 
diftinguer	distinguer	1 
méprifent	méprisent	1 
ufte	fute	1 
dignités	dignité	1 
richefses	richesses	1 
fuivre	suivre	1 
conitamment	constamment	1 
refufent	refusent	1 
eftimoit	estimait	1 
tfu-lu	tfu-lu	1 
perfuadé	persuadé	1 
rendoit	rendait	1 
jufte	juste	1 
lî	le	1 
demandoit	demandait	1 
feftateurs	feftateurs	1 
favoir	avoir	1 
peukiij	peukiij	1 
abfolument	absolument	1 
delafàgefse	delafàgefse	1 
difxipleset	difxipleset	1 
efpeces	especes	1 
fupporter	supporter	1 
confifter	confirmer	1 
injuftes	injustes	1 
inftruire	instruire	1 
graves.	graves	1 
furpafsent	surpassent	1 
iij	ii	1 
raifon	raison	1 
longanimité	longanimité	1 
étoit	était	1 
paroît	paraît	1 
foible	faible	1 
efpece	espece	1 
fagefse	sagesse	1 
afpirer	aspirer	1 
confifter	confirmer	1 
asn’éableo	n’éableo	1 
auffi	suffi	1 
cuirafse	cuirasse	1 
et’	et	1 
iosîe	poste	1 
s’émouvoir	émouvoir	1 
furpafsent	surpassent	1 
raifon	raison	1 
naifsent	naissent	1 
étoit	était	1 
robuftes	robustes	1 
eftiment	estiment	1 
ii7	ii	1 
fagefse	sagesse	1 
caufe	cause	1 
difciples	disciples	1 
fage	face	1 
conflfter	conforter	1 
lui-même	lui-même	1 
ainfi	ainsi	1 
fociété	société	1 
perverfe	perverse	1 
perfonnes	personnes	1 
confifter	confirmer	1 
jufte	juste	1 
ii9	ii	1 
prefcrit	prescrit	1 
pafse	passe	1 
faufse	fausse	1 
jufte	juste	1 
impofe	impose	1 
favoir	avoir	2 
poftérité	postérité	1 
fuivi	suivi	1 
courfe	course	1 
jufte	juste	1 
s’arrête	arrête	1 
fage	face	1 
s’arrête	arrête	1 
conftamment	constamment	1 
ainfi	ainsi	1 
justs	juste	1 
miliïtt	milite	1 
confommée	consommée	1 
perfonne	personne	1 
fîecle	siecle	1 
fcience	science	1 
s’élever	élever	1 
suis-je	suisse	1 
afpirer	aspirer	1 
firriple	fibrille	1 
jufte	juste	1 
efl	el	1 
fcience	science	1 
perfonne	personne	1 
obj	obi	1 
fage	face	1 
infufe	infuse	1 
immenfe	immense	1 
parcequ’elle	parcequ’elle	1 
ufage	usage	1 
fecrets	secrets	1 
elle-même	elle-même	1 
aétions	étions	1 
dodrine	domaine	1 
jufte	juste	1 
détailni	détails	1 
amples-ignorants	amples-ignorants	1 
connoître	connaître	2 
embrafsertoutl’enfemble	embrafsertoutl’enfemble	1 
feule	seule	1 
ainfî	ainsi	1 
bornées	bornes	1 
puifsent	puissent	1 
jufte	juste	1 
indolentes	innocentes	1 
connoifsance	connaissance	1 
parefseux	paresseux	1 
actome	atome	1 
ï2z	nez	1 
prefcrit	prescrit	2 
jufte	juste	1 
feule	seule	1 
fuivre	suivre	2 
obfcrver	observer	1 
fublime	sublime	1 
afsez	assez	1 
tivité	invité	1 
grandcur	grandeur	1 
fage	face	1 
vafte	vaste	1 
fubtilité	subtilité	1 
divifer	diviser	1 
preferit	prescrit	1 
falumiereéclaire	falumiereéclaire	1 
efl	el	1 
connoître	connaître	1 
fuivre	suivre	1 
po’éte	poéte	1 
telligences	intelligences	1 
raifonnables	raisonnables	1 
etlepoifsonplongejufqu’aufond	etlepoifsonplongejufqu’aufond	1 
jufqu’à	jusquà	1 
?.	de	1 
’	a	1 
«	a	1 
s’é«	sué	1 
jufte	juste	2 
defcend	descend	1 
fage	face	1 
fes	les	1 
jusqu’aux	jusquau	1 
s’élève	soulève	1 
jufqu’au	jusquau	1 
bafses	bases	1 
fimple	simple	1 
puifqu’elle	puifqu’elle	1 
connoître	connaître	1 
confifte	confite	1 
connoifsance	connaissance	1 
fublime	sublime	1 
ilf	il	1 
vife	vie	1 
fuivre	suivre	1 
jufte	juste	1 
lorfque	lorsque	1 
«	a	2 
chi-king	thinking	1 
befoin	besoin	1 
iij	ii	1 
difoit	doit	1 
fouvent	souvent	1 
enfuite	ensuite	1 
fes	les	1 
ainfi	ainsi	1 
paroît	paraît	1 
pourdirigerformeretperfeclionner	pourdirigerformeretperfeclionner	1 
befoin	besoin	1 
fage	face	2 
caraétere	caractere	1 
fûivre	faire	1 
défigurecelui	défigurecelui	1 
befoin	besoin	1 
fage	face	1 
diftinctement	distinctement	1 
jufte	juste	1 
lui-même	lui-même	1 
befoins	besoins	1 
connoît	connaît	1 
naturepeutpar	naturepeutpar	1 
befoins	besoins	1 
s’afsurer	s’afsurer	1 
preferit	prescrit	1 
soi-même	soi-même	1 
ii8	ii	1 
»	a	1 
feule	seule	1 
«	a	1 
