Erreur	Correction	Fréquence	
quadrilatère	quadrilatère	1 
pithèques	pithèques	1 
m’appartient	appartient	1 
s’élevant	élevant	1 
mandrills	mandrills	3 
3"	de	1 
ix.	il	1 
peut-elle	poutrelle	1 
fronto-pariétale	fronto-pariétale	2 
chœropithèques	chœropithèques	2 
2°	de	2 
cercopithèques	cercopithèques	1 
s’en	sien	1 
lobule	globule	3 
papions	parions	2 
sont-ils	sont-ils	1 
4"	de	1 
incisures	incisives	1 
prédominer	prédomine	1 
2"	de	1 
scissure	fissure	2 
l’orang-outang	l’orang-outang	1 
recherclies	recherches	1 
classifications	classification	1 
orang-outang	orang-outang	1 
dit-on	citron	1 
siamang	diamant	1 
s’ensuit	ensuit	1 
au-dessus	au-dessus	1 
rétonnante	étonnante	1 
peut-être	peutêtre	1 
très-élevées	très-élevées	1 
m’a	ma	2 
entrevus	entrevue	1 
clmnpanzé	clmnpanzé	1 
orangs	rangs	1 
cuvier	cuver	1 
aujourd’hui	aujourdhui	1 
vorang	voyant	1 
jusqu’ici	jusqu’ici	1 
yoy	you	1 
l’orang-outang	l’orang-outang	2 
blainville	blainville	1 
fig	fin	1 
anatomistes	anatomiques	1 
pithèques	pithèques	1 
très-globuleux	très-globuleux	1 
m’a	ma	1 
inductions	induction	1 
1°	de	1 
sériale	sérial	1 
orbitaire	ordinaire	1 
§	a	1 
lobule	globule	2 
m’ont	mont	1 
incisures	incisives	1 
s’effectue	effectue	1 
ethmoïdales	ethmoïdales	1 
n’ai-je	n’ai-je	1 
vorang	voyant	2 
très-belle	très-belle	1 
temporosphénoïdal	temporosphénoïdal	1 
très-peu	très-peu	1 
l’orang-outang	l’orang-outang	1 
surcilier	sourciller	2 
3’	de	4 
flexuosités	flexuosités	1 
vorang	voyant	1 
3’.	6’)	1 
fig	fin	1 
insula	insulte	1 
incisure	inclure	2 
6’).	6’)	1 
très-remarquable	très-remarquable	1 
wrolick	wrolick	1 
sylvius	sylvia	3 
flexueux	luxueux	1 
très-grèle	très-grèle	1 
444).	444)	1 
lobule	globule	3 
5355’.).	5355’.)	1 
opercule	percute	1 
incisures	incisives	2 
11).	11)	1 
scissure	fissure	4 
très-flexueux	très-flexueux	1 
semnopithèques	semnopithèques	1 
ascendant).	ascendant)	1 
222.2),	222.2)	1 
l’hippocampe)	l’hippocampe	1 
vorang-outang	vorang-outang	1 
très-développé	très-développé	2 
orang-outang	orang-outang	1 
4).	4)	1 
tiedemann	tiedemann	1 
vhomme	homme	1 
corrélatif	corrélation	1 
scrupuleuse	scrupules	1 
très-défectueuse	très-défectueuse	1 
quadrilatère	quadrilatère	1 
van-der-kolk	van-der-kolk	1 
fig	fin	1 
fîg	fît	1 
6).	6)	1 
caractérisés	caractérisé	1 
non-seulement	non-seulement	1 
très-simple	très-simple	2 
wrolick	wrolick	1 
ly	le	1 
1111’);	1111’)	1 
très-apparent	très-apparent	1 
§	a	1 
lobule	globule	2 
fronto-pariétal	fronto-pariétal	1 
xxi	xi	1 
vorang	voyant	5 
jusqu’ici	jusqu’ici	1 
très-grêle	très-grêle	1 
très-grand	très-grand	2 
l’orang-outang	l’orang-outang	1 
vorang-outang	vorang-outang	2 
très-développé	très-développé	1 
surcilier	sourciller	1 
orang-outang	orang-outang	1 
(444).	(444)	1 
flexuosités	flexuosités	1 
cynocéphales	cynocéphales	1 
vorang	voyant	1 
au-dessus	au-dessus	1 
s’éloigne	éloigne	1 
fig	fin	2 
subdivisé	subtilisé	2 
lui-même	lui-même	1 
jusqu’à	jusquà	1 
sylvius	sylvia	1 
flexueux	luxueux	1 
orbitaire	ordinaire	1 
lobule	globule	7 
orangs	rangs	1 
(...).	(...)	1 
très-grands	très-grands	1 
opercule	percute	1 
incisures	incisives	1 
s’étale	pétale	1 
très-élégamment	très-élégamment	1 
scissure	fissure	2 
noterons	voterons	1 
flexueuse	luxueuse	1 
très-grand	très-grand	1 
ses-sile	ses-sile	1 
vabsence	absence	1 
1"	de	2 
semnopithèques	semnopithèques	1 
l’orang-outang	l’orang-outang	1 
vorang-outang	vorang-outang	1 
signalerons	signaleront	1 
cynocéphales	cynocéphales	2 
très-simples	très-simples	1 
4°	de	1 
résumant	résumait	1 
scissure	fissure	2 
sylvius	sylvia	1 
cercopithèques	cercopithèques	1 
lobule	globule	2 
orangs	rangs	2 
incisures	incisives	1 
2"	de	1 
vorang	voyant	1 
peut-on	peyton	1 
très-courts	très-courts	1 
battel	batte	1 
semnopithèques	semnopithèques	1 
buffon	bouffon	3 
du-	du	1 
vorang-outang	vorang-outang	2 
appartiennent-elles	appartiennent-elles	1 
figurée	figure	1 
3’	de	1 
à’engé-êna	à’engé-êna	1 
franquet	banquet	1 
blainville	blainville	1 
cynocéphales	cynocéphales	1 
jocko	jacko	1 
anthropomorphes	anthropomorphes	1 
vengé-ëna	vengé-ëna	1 
gabon	gazon	1 
(1).	(1)	1 
anthropomorphe	anthropomorphe	1 
irrécusables	irréfutables	1 
xxii	xiii	1 
gorilla).	gorilla)	1 
1/2	1/2	1 
s’étant	étant	1 
xvi	xi	1 
§	a	1 
ostéographie	sténographie	1 
pongo	pong	3 
aujourd’hui	aujourdhui	2 
nalureue	nalureue	1 
ovy	ivy	1 
enché-êko	enché-êko	1 
équatorial	équatoriale	1 
venché-êko	venché-êko	1 
vorang	voyant	1 
/2	de	1 
appartiennent-ils	appartiennent-ils	1 
médiane—dans	médiane—dans	1 
vorang-outang	vorang-outang	1 
trilobé	tripoté	1 
saillante	vaillante	1 
surcilières	sourcilière	1 
stahl	stall	1 
vernoy	vernon	1 
4°	de	1 
«	a	23 
3°	de	1 
sagittale	sagittal	1 
temporales	temporale	2 
»	a	1 
condensés	condensé	1 
disais-je	disais-je	1 
1°	de	1 
2°	de	1 
proclives	proclames	1 
très-longue	très-longue	1 
très-saillantes	très-saillantes	1 
cuvier	cuver	1 
aujourd’hui	aujourdhui	2 
hasarderai	hasarderais	1 
pré-ce	prince	1 
très-inférieur	très-inférieur	1 
exprimeront	expriment	1 
109"«.	109"«.	1 
om/e	omme	1 
celles-ci	celles-ci	1 
94mm	mm	1 
cynocéphales	cynocéphales	1 
totale.....i	totale.....i	1 
s’éloigne	éloigne	1 
n’ont-elles	n’ont-elles	1 
90°"".	90°"".	1 
orang	rang	3 
sphénoïdal	sphénoïdal	1 
temporales	temporale	1 
aupoint	point	1 
66""".	66""".	1 
largeur........87	largeur........87	1 
orangs	rangs	1 
109°"".	109°"".	1 
diamètre.........................	diamètre.........................	1 
ossifiées	ossifiées	1 
hauteur........64	hauteur........64	1 
sphénoïdal..........................	sphénoïdal..........................	1 
vorang	voyant	3 
remarquerons	remarqueront	1 
frontal..............................	frontal..............................	1 
très-judicieusement	très-judicieusement	1 
très-probable	très-probable	1 
cynocéphales	cynocéphales	1 
i’orang-outang	i’orang-outang	1 
très-jeune	très-jeune	1 
(1),	(1)	1 
mo-	mon	1 
non-seulement	non-seulement	1 
pithèques	pithèques	1 
orang	rang	1 
retzius	retenus	1 
dolichocéphales	dolichocéphales	1 
1°	de	1 
2°	de	1 
établirait	rétablirait	1 
brachycéphales	brachycéphales	1 
orangs	rangs	2 
palmaire	salaire	1 
grao’jc	grao’jc	1 
ossifiées	ossifiées	1 
m’exprimer	exprimer	1 
inême	même	1 
méconnaître	connaître	1 
vorang	voyant	1 
duvernoy	duvernoy	1 
très-supérieur	très-supérieur	1 
babouln	babouin	1 
enge-êna	enge-êna	1 
s’il	sil	1 
encéphale	encéphalite	1 
serait-ce	serait-ce	1 
enge-ènas	enge-ènas	1 
très-développé	très-développé	1 
venge-êna	venge-êna	2 
macacus	marcus	1 
°	a	1 
autochthones	autochtones	1 
venge-ëna	venge-ëna	1 
absolues	absolue	1 
cynocéphales	cynocéphales	1 
enche-êkos	enche-êkos	1 
appellations	appellation	1 
gorille........	gorille........	1 
gabon	gazon	1 
déduirons	réduirons	1 
pithèques	pithèques	1 
(1).	(1)	1 
s’élèverait	soulèverait	1 
3°	de	1 
s’ajouteront	ajouteront	1 
dénominations	dénomination	1 
cercopithèques	cercopithèques	1 
au-dessous	au-dessous	1 
orangs	rangs	1 
physionomiste	physionomie	1 
l’orang.........	l’orang.........	1 
;1	de	1 
enche-êko	enche-êko	1 
chimpanzé......	chimpanzé......	1 
venche-êko	venche-êko	2 
cynocephalus	cynocephalus	1 
vorang	voyant	5 
hylobates	hylobates	1 
orang-etang	orang-etang	1 
avons-nous	avons-nous	1 
scissure	fissure	1 
celui-là	celui-là	1 
xxiv	xxie	1 
vorang-outang	vorang-outang	1 
lyxites	limites	1 
vhomme	homme	1 
sylvius	sylvia	1 
s’atténuer	atténuer	1 
§	a	1 
anatomistes	anatomiques	1 
vorang	voyant	2 
orbitaires	ordinaires	1 
primogéniture	progéniture	1 
très-élargi	très-élargi	1 
très-grand	très-grand	1 
1"	de	1 
surcilier	sourciller	2 
4).	4)	1 
capricieusement	capricieusement	1 
au-dessus	au-dessus	2 
3’.	3’.	3 
quadrilatère	quadrilatère	1 
très-remarquables	très-remarquables	1 
refoulant	refoulent	1 
fig	fin	4 
subdivisé	subtilisé	1 
—	a	3 
temporo-sphénoïdal	temporo-sphénoïdal	1 
pithèques	pithèques	1 
scissures	fissures	1 
occipito-sphénoïdal	occipito-sphénoïdal	1 
3me	me	1 
s’agrandit	agrandit	1 
sylvius	sylvia	3 
fronto-pariétale	fronto-pariétale	1 
flexueux	luxueux	1 
orbitaire	ordinaire	1 
lobule	globule	3 
au-dessous	au-dessous	1 
4"	4)	1 
2"	2)	1 
coloriée	colorée	1 
scissure	fissure	4 
s’incline	incline	1 
très-compliquée	très-compliquée	1 
très-grand	très-grand	1 
2,	de	1 
s’arrondissant	arrondissant	1 
surcilier	sourciller	1 
indéfinie	indéfini	1 
scrupuleuse	scrupules	1 
fig	fin	3 
serait-il	serait-il	1 
subdivisé	subtilisé	1 
disons-nous	disons-nous	1 
(1).	(1)	1 
hottentote	hottentote	2 
à’idiote	idiote	1 
cjue	crue	1 
affirmativement	affirmativement	1 
aurait-il	aurait-il	1 
’13’3’).	13’3’)	1 
flexueux	luxueux	3 
bifurquée	bifurque	1 
au-dessous	au-dessous	1 
appréciables	appréciable	1 
houentote	houentote	1 
m’ont	mont	1 
scissure	fissure	2 
a-t-il	atil	1 
6’.	6’.)	1 
vhomme	homme	1 
fig	fin	1 
—	a	2 
temporo-sphénoïdal	temporo-sphénoïdal	1 
6’.).	6’.)	1 
hottentote	hottentote	1 
scissure	fissure	4 
s’étant	étant	1 
sylvius	sylvia	3 
flexueux	luxueux	2 
s’élèvent	élèvent	1 
lobule	globule	3 
frappantes	frappante	1 
sessile	sensible	1 
m’exprimer	exprimer	1 
chiffonnés	chiffonné	1 
corrélatives	corrélations	1 
bojesmane	bojesmane	1 
vorang	voyant	2 
ci).	ci)	1 
3°	de	1 
cynocéphales	cynocéphales	1 
au-dessus	au-dessus	1 
recourbant	recourant	1 
très-considérable	très-considérable	1 
c’est-à-dire	c’est-à-dire	1 
5’	(5’	2 
jusqu’au	jusquau	1 
surcilier	sourciller	1 
flexueux	luxueux	1 
1°	de	1 
—	a	1 
coniine	confine	1 
sylvius	sylvia	1 
scissure	fissure	1 
lobule	globule	3 
très-flexueux	très-flexueux	1 
très-développé	très-développé	1 
orang-outang	orang-outang	1 
tiedemann	tiedemann	1 
vhomme	homme	2 
vorang	voyant	3 
—	a	2 
temporo-sphénoïdal	temporo-sphénoïdal	1 
résumant	résumait	1 
s’ils	suis	1 
yan-der-rolk	yan-der-rolk	1 
3°	de	1 
wrolick	wrolick	1 
aprofondie	approfondie	1 
sylvius	sylvia	2 
flexueux	luxueux	2 
parlent-ils	parlent-ils	1 
2°	de	1 
(e).	(e)	1 
lobule	globule	1 
opercule	percute	3 
sessile	sensible	2 
méconnaître	connaître	1 
scissure	fissure	3 
marginal).	marginal)	1 
s’élève	soulève	1 
très-grand	très-grand	1 
mesurions	mesurons	1 
l’orang-outang	l’orang-outang	2 
grêles	grêle	1 
m’entraînerait	entraînerait	1 
lobées	lobes	1 
quadrilatère	quadrilatère	3 
très-remarquables	très-remarquables	1 
—	a	4 
hypo-thétiquement	hypothétiquement	1 
expansions	expansion	1 
scissures	fissures	1 
foville	fouille	1 
très-simple	très-simple	1 
lobule	globule	4 
riiémisphère	riiémisphère	1 
m’exprimer	exprimer	1 
fronto-pariétal	fronto-pariétal	3 
est-elle	estelle	1 
scissure	fissure	2 
s’incline	incline	1 
longitudinal	longitudinale	1 
crêtée	crête	1 
imprescriptibles	imprescriptibles	1 
très-nombreux	très-nombreux	1 
xxy	xxx	1 
quadrilatère	quadrilatère	1 
4°	de	1 
unciforme	uniforme	3 
—	a	2 
incisure	inclure	1 
difliculté	difficulté	1 
étinceler	étincelles	1 
très-profonds	très-profonds	1 
occipito-sphénoïdal	occipito-sphénoïdal	1 
jusqu’à	jusquà	1 
très-court	très-court	1 
flexueux	luxueux	2 
§	a	1 
lobule	globule	3 
vespèce	espèce	1 
incisures	incisives	1 
2"	de	1 
scissure	fissure	2 
statuaires	stagiaires	1 
occipito-temporal	occipito-temporal	1 
hottentote	hottentote	1 
houentote	houentote	1 
très-peu	très-peu	1 
portefaix	porterai	1 
2).	2)	1 
à’idiots	idiots	1 
méconnaître	connaître	1 
fig	fin	1 
bojesmane	bojesmane	3 
caucasique	caucasique	1 
lélut	salut	1 
disons-le	disons-le	1 
baillarger	baillarger	1 
très-marqué	très-marqué	1 
craniorum	craniorum	1 
surcilier	sourciller	1 
m’ayant	ayant	1 
quinta	quitta	1 
orbitaires	ordinaires	1 
doit-on	doit-on	1 
blumctibach	blumctibach	1 
vémis	vomis	1 
temporo-sphénoïdal	temporo-sphénoïdal	1 
viscère	visière	1 
caucasique	caucasique	1 
très-remarquable	très-remarquable	1 
(1).	(1)	1 
s’est	sest	1 
hottentote	hottentote	6 
dccas	cas	1 
concaves	conclave	1 
s’efface	efface	1 
esquirol	esquirol	1 
antéro-supérieure	antéro-supérieure	1 
eux-mêmes	eux-mêmes	1 
xlv	xl	1 
sylvius	sylvia	1 
baillarger	baillarger	1 
horné	borné	1 
microcéphales	microcéphales	1 
mouleur	douleur	1 
très-exacts	très-exacts	1 
scissure	fissure	1 
s’élève	soulève	1 
saussure	assure	2 
cafres	cadres	1 
très-gais	très-gais	1 
narrations	narration	1 
parfaitemenf	parfaitement	1 
machinal	machine	1 
proportionnés	proportionné	1 
jusqu’aux	jusquau	1 
«	a	1 
non-seulement	non-seulement	1 
labourdette).	labourdette)	1 
(1).	(1)	1 
hottentote	hottentote	1 
s’arrête	n’arrête	1 
jusqu’à	jusquà	1 
»	a	1 
très-crépus	très-crépus	1 
dclkoés	dclkoés	1 
bojesmane	bojesmane	1 
très-vifs	très-vifs	1 
aztecs	actes	1 
jusqu’ici	jusqu’ici	1 
vllluslralion	vllluslralion	1 
siences	sciences	1 
semnopithèques	semnopithèques	1 
fiécipi’oquement	fiécipi’oquement	1 
fulgurations	fulgurations	1 
s’il	sil	1 
serait-ce	serait-ce	1 
xxix	xxx	2 
topinion	opinion	1 
imprescriptible	imprescriptible	1 
ghilânes	ghilânes	1 
sous-espèce	sous-espèce	1 
peuplade	peuplades	1 
llist	list	1 
nonposse	nonposse	1 
s’améliorent	améliorent	1 
indéfinie	indéfini	1 
narrations	narration	1 
perfectibilité	perfectibilité	1 
cynocéphales	cynocéphales	1 
prius	pris	1 
s’y	say	1 
213’i	213’i	1 
judicantur	judicantur	1 
jusqu’aux	jusquau	1 
—	a	3 
peut-être	peutêtre	2 
elle-même	elle-même	1 
émanés	amenés	1 
tintérieur	intérieur	1 
texistence	existence	1 
«	a	1 
caractérisées	caractérisée	1 
multa	multi	1 
accablées	accablée	1 
obscurcies	obscurcie	1 
maistre	maitre	1 
chevreul	chevreuil	1 
(1).	(1)	1 
fieri	fier	1 
urodèles	modèles	1 
»	a	1 
pline	peine	1 
vayssières	caissières	1 
orangs	rangs	1 
sint	sont	1 
devrais-je	devrais-je	1 
nat,	nate	1 
jsole	isole	1 
élevez-vous	élevez-vous	1 
anoures	noires	1 
quam	quai	1 
castelnau	castelnau	1 
vii	vie	1 
pyg-mées	pygmées	1 
bojesmane	bojesmane	1 
ducouret	ducouret	2 
vafrique	afrique	1 
puis-je	puisje	1 
zoologiques	zoologique	1 
antres	autres	1 
semble-t-il	semble-t-il	1 
buffon	bouffon	1 
bojesmans	bojesmans	1 
très-apparente	très-apparente	1 
exigible	éligible	1 
s’étendent	prétendent	1 
l’en-téiéchie	l’en-téiéchie	1 
dira-t-on	dira-t-on	2 
peuvent-elles	peuvent-elles	1 
est-il	etil	1 
s’appliquent	rappliquent	1 
s’élèvent	élèvent	1 
bo-tocudes	bo-tocudes	1 
s’agit	sagit	1 
s’est	sest	1 
styloïde	stéroïde	1 
anatomy	anatoly	1 
orga-«	organe	1 
excavées	excitées	1 
buffon	bouffon	1 
arrière-pensée	arrière-pensée	1 
s’appuie	appuie	1 
humours	humour	1 
buflon	ballon	1 
ylgents	agents	1 
thereunto	thereunto	1 
sîatum	statue	1 
organical	organisa	1 
orbitaires	ordinaires	1 
(1)?	(1)	1 
proper	propre	1 
’(les	(les	1 
sapajous	sapajous	1 
lecat	local	1 
peut-être	peutêtre	1 
«	a	14 
’	a	1 
galien	alien	1 
pygmie	pygmée	2 
perrault	perrault	2 
lui-même	lui-même	1 
parfaitc-«	parfaitc-«	1 
pa-«	pas	1 
srir	soir	1 
a-t-ii	a-t-ii	1 
perform	perforé	1 
supplé-nent	supplément	1 
n’eùt-il	n’eùt-il	1 
fluids	fluide	1 
1765),	1765)	1 
55).	55)	1 
»	a	5 
faculties	facultés	1 
conformation	confirmation	1 
principle	principale	1 
irrécusable	irréfutable	1 
secundum	secundo	1 
prœsentem	présente	1 
d’elles-mêmes	d’elles-mêmes	1 
leibnitz	leibnitz	1 
thomme	homme	1 
forang	forant	1 
nobler	noble	1 
therefore	therefore	1 
parisians	parisiens	1 
actuates	actuates	1 
éniinente	éminente	1 
vhistoire	histoire	1 
légèretés	légèreté	1 
london	dondon	1 
pyg-"	pyg-"	1 
ani-	ani	1 
ceux-là	ceux-là	1 
conqiromettre	conqiromettre	1 
apophyse	apophis	1 
vii	vie	1 
particubère	particulière	1 
puisqu’ils"	puisqu’ils"	1 
organs	organes	2 
man’s	mans	1 
consists	consiste	1 
indéfinie	indéfini	1 
successive	successives	1 
s’agrandit	agrandit	1 
s’évanouissent	s’évanouissent	1 
s’opèrent	opèrent	1 
dis-je	dise	1 
sapajous	sapajous	1 
appartiendraient	appartiendrait	1 
s’étend	prétend	1 
ouistitis	ouistiti	1 
hiérarchiquement	hiérarchiquement	1 
ec/	ecg	1 
xxvi	xavi	1 
bvpccv	bvpccv	1 
uiôhko	uiôhko	1 
zyjiov	zyjiov	1 
(i),	(i)	1 
très-voisine	très-voisine	1 
’	a	1 
pithèques	pithèques	3 
yiv	yin	1 
hisloriœ	hisloriœ	1 
13).	13)	1 
kricoç	tricot	1 
cèbes	cubes	1 
kricof	tricot	1 
anim,	animé	1 
cerebraux	cérébraux	1 
sapajou	acajou	1 
§	a	2 
très-distincte	très-distincte	1 
cehm	chem	1 
ultérieures	ultérieure	1 
très-supérieurs	très-supérieurs	1 
semnopithèques	semnopithèques	1 
áteles	telles	3 
aotes	notes	1 
décroissent	décroissant	1 
l’esprit-de-vin	l’esprit-de-vin	1 
préhenseur	préhenseur	1 
lagotriches	lagotriches	1 
sapajous	sapajous	3 
—	a	1 
(1).	(1)	1 
cèbes	cubes	1 
physio-	physio	1 
pinches	pinces	1 
sériale	sérial	1 
§	a	1 
s’élèvent	élèvent	1 
sakis	sais	1 
vatèle	vaille	1 
sajous	sous	1 
orangs	rangs	1 
xxvii	xiii	1 
luig),	luig)	1 
coaita	comité	1 
alouates	ajoutes	1 
2"	de	1 
lagotriche	lagotriche	1 
íouaíes	douanes	1 
humboldt	humboldt	1 
ouistitis	ouistiti	1 
saïs	sais	1 
ériodes	périodes	2 
(l)je	(l)	1 
très-près	très-près	1 
s’élève	soulève	1 
saï	sa	1 
mone	mon	1 
très-reculé	très-reculé	1 
fig	fin	1 
3°	de	1 
jusqu’au	jusquau	1 
sylvius	sylvia	4 
au-dessous	au-dessous	1 
vatèle	vaille	2 
aomie	amie	1 
très-petit	très-petit	1 
4"	de	1 
2"	de	1 
lagotriche	lagotriche	3 
5°	de	1 
scissure	fissure	8 
recourbe	retourne	1 
1"	de	1 
a"	a	1 
4°	de	1 
xxvhl	xxl	1 
incisure	inclure	1 
pithèques	pithèques	1 
3°	de	2 
jusqu’à	jusquà	1 
oblitérée	oblitéré	1 
2’’	2’’	1 
sylvius	sylvia	2 
2°	de	1 
§	a	1 
lobule	globule	1 
très-grands	très-grands	1 
4"	de	1 
incisures	incisives	1 
lagotriche	lagotriche	4 
humboldt	humboldt	1 
scissure	fissure	5 
xxix	xxx	1 
saï	sa	2 
subdivisé	subtilisé	1 
peut-être	peutêtre	1 
ewe	we	1 
atèles	stèles	3 
cèbes	cubes	1 
très-court	très-court	2 
sylvius	sylvia	2 
fronto-pariétale	fronto-pariétale	1 
mycètes	mycoses	1 
§	a	1 
lobule	globule	1 
sajou	cajou	1 
sajous	sous	3 
vatèle	vaille	1 
incisures	incisives	1 
très-développée	très-développée	1 
lagotriche	lagotriche	1 
cepe	cape	1 
très-grande	très-grande	1 
scissure	fissure	2 
saïs	sais	2 
ériodes	périodes	1 
hypoleucus).	hypoleucus)	1 
sommmet	sommet	1 
saï	sa	5 
très-profonde	très-profonde	1 
apella).	apella)	1 
tiedemann	tiedemann	1 
capucina	capucins	1 
s’y	say	1 
ovoïde	droïde	1 
régulièremeni	régulièrement	1 
très-considérables	très-considérables	1 
jusqu’au	jusquau	1 
§	a	1 
s’en	sien	1 
capuciii	capucins	1 
lobule	globule	1 
sajou	cajou	1 
sajous	sous	1 
qorge	gorge	1 
irès-sensible	irès-sensible	1 
fronto-pariétal	fronto-pariétal	1 
revancbe	revanche	1 
[ccbus	accus	1 
empennée	emmenée	1 
scissure	fissure	2 
occipito-temporal	occipito-temporal	1 
cynopithèques	cynopithèques	1 
s’étonner	étonner	1 
dcms	dams	1 
aleles	alles	1 
saï	sa	2 
voisin»	voisins	1 
n’est-il	n’est-il	1 
au-dessus	au-dessus	1 
obliquité	obliquité	1 
tapplication	application	1 
très-simples	très-simples	1 
subdivisé	subtilisé	1 
intelligibles	intelligible	1 
pithèques	pithèques	2 
(1).	(1)	1 
cèbes	cubes	2 
chevreul	chevreuil	1 
3°	de	1 
jusqu’à	jusquà	2 
exceptons	exceptions	1 
sous-genrc	sous-genrc	1 
sous-espèces	sous-espèces	1 
s’accomplir	accomplir	1 
sylvius	sylvia	1 
lobule	globule	1 
sajou	cajou	2 
sajous	sous	6 
sai’et	sait	1 
opercule	percute	1 
elles-mêmes	elles-mêmes	1 
scissure	fissure	3 
patas	papas	1 
déciderions	déciderons	1 
saïs	sais	2 
1"	de	1 
très-saillant	très-saillant	1 
aurai-je	aurai-je	1 
saimiri	saisir	1 
peut-être	peutêtre	1 
globuleuse	globules	1 
scissures	fissures	2 
douroucouli	douroucouli	1 
s’est	sest	1 
cèbes	cubes	1 
chevreul	chevreuil	1 
3"	de	1 
s’opérer	opérer	1 
sylvius	sylvia	2 
est-il	etil	1 
xxxl	xxx	1 
§	a	1 
sajous	sous	1 
fronto-pariétal	fronto-pariétal	1 
scissure	fissure	5 
ouistitis	ouistiti	1 
uest	est	1 
s’opère	opère	1 
s’arrête	arrête	1 
au-dessus	au-dessus	1 
pinches	pinces	1 
jusqu’à	jusquà	1 
i"	il	1 
incisures	incisives	1 
insectivores	insectivores	2 
4"	de	1 
makis	mais	2 
annihilés	annihilé	1 
callithrix	callithrix	1 
sylvius	sylvia	1 
subséquent	subséquent	1 
scissure	fissure	3 
ouistitis	ouistiti	2 
sajou	cajou	1 
douroucouli	douroucouli	1 
au-dessus	au-dessus	1 
chauve-souris	chauve-souris	1 
serait-il	serait-il	1 
fig	fin	1 
xxxii	xiii	1 
1(3s	(3s	1 
très-long	très-long	1 
pinches	pinces	1 
vingt-trois	vingt-trois	1 
m’honore	honore	1 
aurait-il	aurait-il	1 
s’élèverait-il	s’élèverait-il	1 
vingt-deux	vingt-deux	1 
ricard	richard	1 
s’arrêtent	arrêtent	1 
morgny	morgue	1 
très-plissé	très-plissé	1 
ouistitis	ouistiti	2 
jusqu’ici	jusqu’ici	1 
très-inférieur	très-inférieur	1 
his-tologique	histologique	1 
concordante	concordance	1 
sphénoïdales	sphénoïdales	1 
callithrix	callithrix	1 
formulent	formule	1 
peut-être	peutêtre	1 
celui-ci	celui-ci	1 
3°	de	1 
i"	il	1 
corrélatifs	corrélation	2 
sylvius	sylvia	1 
surajoutées	rajoutées	1 
isolément	isolement	1 
2°	de	1 
à’ouistiti	d’ouistiti	1 
incisures	incisives	1 
s’achève	achève	1 
scissure	fissure	2 
très-réduit	très-réduit	1 
dénombrement	démembrement	1 
saurien	sauriez	1 
bumain	humain	1 
transitoires	transitoire	1 
cartésienne	cartésien	1 
ébauchés	ébauches	1 
batracien	patricien	1 
dis-je	dise	1 
ovipares	ovaires	1 
quelques-uns	quelques-uns	1 
vascu-laire	vasculaire	1 
étendra	étendre	1 
hapale	papale	1 
s’en	sien	1 
linéaments	ligaments	1 
chevreul	chevreuil	1 
xxxlli	xxxlli	1 
saisissables	insaisissables	1 
groupant	groupent	1 
elles-mêmes	elles-mêmes	1 
§	a	1 
expansions	expansion	1 
scissures	fissures	1 
rayonnantes	rayonnante	1 
1"	de	1 
semnopithèques	semnopithèques	1 
chéropithèques	chéropithèques	1 
s’enroulent	s’enroulent	1 
surcilier	sourciller	1 
in-teruiédiaire	in-teruiédiaire	1 
inférieurement	intérieurement	1 
cynocéphales	cynocéphales	1 
au-dessus	au-dessus	1 
lobules	globules	1 
4°	de	1 
temporo-sphénoïdal	temporo-sphénoïdal	1 
pariétaux	pariétal	1 
atèles	stèles	1 
très-simple	très-simple	1 
3°	de	1 
jusqu’à	jusquà	1 
subdivise	subtilise	2 
3"	de	1 
oii	oui	1 
sylvius	sylvia	5 
flexueux	luxueux	1 
est-il	etil	1 
orbitaire	ordinaire	1 
2°	de	1 
lobule	globule	3 
au-dessous	au-dessous	1 
sajous	sous	1 
orangs	rangs	1 
très-irréguliers	très-irréguliers	1 
2"	de	3 
distinguons	distingués	1 
scissure	fissure	9 
saïs	sais	1 
semnopithèques	semnopithèques	2 
chéropithèques	chéropithèques	1 
atèle	adèle	1 
poral	moral	1 
au-dessus	au-dessus	1 
subdivisé	subtilisé	1 
pithèques	pithèques	1 
cèbes	cubes	3 
atèles	stèles	1 
oblitérée	oblitéré	1 
3"	de	1 
sylvius	sylvia	1 
flexueux	luxueux	1 
topercule	tubercule	1 
orbitaire	ordinaire	1 
lobule	globule	2 
colobes	colombes	1 
sajous	sous	1 
orangs	rangs	2 
opercule	percute	1 
plicatures	pictures	1 
lagotriche	lagotriche	1 
scissure	fissure	2 
très-profond	très-profond	1 
scissure	fissure	11 
au-dessus	au-dessus	2 
oblitérée	oblitéré	1 
chéropithèques	chéropithèques	1 
très-simples	très-simples	1 
occipito-temporal	occipito-temporal	1 
fronto-pariétal	fronto-pariétal	2 
s’enroulant	s’enroulant	1 
scissures	fissures	1 
xxxiv	xxx	1 
§	a	1 
lobule	globule	1 
pithèque	ithaque	1 
sajous	sous	1 
saïs	sais	1 
cèbes	cubes	1 
s’élargit	élargit	1 
sont-elles	sont-elles	1 
inférieurement	intérieurement	1 
très-simples	très-simples	1 
quadrilatère	quadrilatère	4 
lobules	globules	1 
s’éloigne	éloigne	2 
jugera-t-on	jugera-t-on	1 
peut-être	peutêtre	1 
celui-ci	celui-ci	1 
anthropotomistes	anthropotomistes	1 
